customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
9057-MSWCO,0,No phone service,DSL,Yes,No,No,No,No,No
9833-TGFHX,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9294-TDIPC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5229-DTFYB,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
0104-PPXDV,1,No,DSL,No,No,Yes,No,No,No
5176-LMJXE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3583-KRKMD,1,No,Fiber optic,No,No,No,Yes,No,No
1010-DIAUQ,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
9069-LGEUL,1,No,DSL,Yes,No,No,No,No,Yes
7302-ZHMHP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9571-EDEBV,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3520-FJGCV,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6563-VRERX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0259-GBZSH,1,Yes,Fiber optic,No,No,No,No,Yes,No
6122-EFVKN,0,No phone service,DSL,Yes,No,No,Yes,No,No
2805-EDJPQ,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
6862-CQUMB,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
7156-MXBJE,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
6158-HDPXZ,0,No phone service,DSL,No,No,No,No,No,No
9601-BRXPO,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2863-IMQDR,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5686-CMAWK,1,Yes,Fiber optic,No,No,Yes,Yes,No,No
5651-CRHKQ,1,No,Fiber optic,No,Yes,Yes,Yes,No,No
6905-NIQIN,1,No,DSL,No,Yes,No,No,No,No
8204-YJCLA,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5167-ZFFMM,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
6583-SZVGP,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4895-TMWIR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0533-BNWKF,1,Yes,Fiber optic,No,Yes,Yes,No,No,No
1708-PBBOA,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
8782-LKFPK,1,Yes,Fiber optic,No,No,Yes,No,No,Yes
5522-JBWMO,1,No,DSL,No,No,No,No,No,No
3597-MVHJT,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
9774-NRNAU,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
0224-RLWWD,1,No,DSL,No,No,No,No,No,No
9967-ATRFS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3951-NJCVI,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
2977-CEBSX,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0177-PXBAT,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6599-CEBNN,1,No,Fiber optic,No,Yes,No,No,No,No
2519-ERQOJ,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
5876-QMYLD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2277-AXSDC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9442-JTWDL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0979-PHULV,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3067-SVMTC,1,No,DSL,Yes,No,No,Yes,No,No
5495-GPSRW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7606-BPHHN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4742-DRORA,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
0111-KLBQG,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
4800-VHZKI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7989-CHGTL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0334-GDDSO,1,Yes,Fiber optic,No,Yes,No,No,No,No
4163-NCJAK,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5233-AOZUF,1,Yes,Fiber optic,No,No,No,No,No,No
5973-EJGDP,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
1996-DBMUS,1,No,Fiber optic,No,No,No,No,No,No
7916-VCCPB,1,No,Fiber optic,No,Yes,No,No,No,No
4686-GEFRM,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5249-QYHEX,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0578-SKVMF,1,No,Fiber optic,No,Yes,No,No,No,Yes
5564-NEMQO,1,No,Fiber optic,No,No,Yes,No,No,No
2233-FAGXV,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5605-IYGFG,1,No,Fiber optic,No,No,No,No,No,No
7663-ZTEGJ,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
3935-TBRZZ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8111-BKVDS,0,No phone service,DSL,Yes,Yes,Yes,No,No,No
2055-SIFSS,1,Yes,DSL,No,No,No,No,No,No
2806-MLNTI,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8734-DKSTZ,1,Yes,Fiber optic,No,No,No,No,No,Yes
4360-PNRQB,1,Yes,Fiber optic,No,No,No,No,No,No
6152-ONASV,1,Yes,DSL,Yes,No,No,Yes,No,No
9063-ZGTUY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7781-HVGMK,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2181-UAESM,1,No,DSL,Yes,No,Yes,No,No,No
2957-LOLHO,1,No,DSL,No,No,No,No,No,No
6048-NJXHX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2320-SLKMB,0,No phone service,DSL,No,No,Yes,Yes,Yes,No
4980-URKXC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4376-KFVRS,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5886-VLQVU,1,Yes,Fiber optic,No,No,No,Yes,No,Yes
3577-AMVUX,1,No,DSL,No,No,Yes,Yes,No,No
0771-WLCLA,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5628-RKIFK,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0206-TBWLC,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2937-FTHUR,1,Yes,DSL,Yes,No,No,No,No,Yes
1910-FMXJM,1,No,Fiber optic,No,No,No,No,No,Yes
7752-XUSCI,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4110-PFEUZ,1,No,Fiber optic,No,No,No,No,No,No
0732-OCQOC,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5168-MSWXT,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
1090-ESELR,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8592-PLTMQ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5760-WRAHC,1,No,DSL,Yes,No,Yes,Yes,No,Yes
8847-GEOOQ,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
0256-LTHVJ,1,No,Fiber optic,No,No,No,No,No,Yes
4785-FCIFB,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8313-NDOIA,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5149-CUZUJ,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
0942-KOWSM,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes
4237-CLSMM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1452-VOQCH,1,Yes,Fiber optic,No,No,No,No,No,No
4719-UMSIY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6614-VBEGU,1,No,DSL,No,Yes,No,No,Yes,Yes
0880-TKATG,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3811-VBYBZ,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1480-BKXGA,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2996-XAUVF,0,No phone service,DSL,No,No,No,Yes,No,Yes
9076-AXYIK,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5968-XQIVE,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
8896-RAZCR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4640-UHDOS,1,No,DSL,No,No,No,No,No,Yes
4933-IKULF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3583-EKAPL,1,No,DSL,No,No,No,No,No,Yes
1304-BCCFO,1,No,DSL,No,No,Yes,No,Yes,Yes
4104-PVRPS,1,No,DSL,Yes,No,No,Yes,No,No
9399-APLBT,1,No,Fiber optic,No,Yes,No,No,No,No
2359-KMGLI,1,Yes,Fiber optic,No,Yes,No,No,No,No
3780-DDGSE,1,No,DSL,No,Yes,No,Yes,Yes,Yes
4431-EDMIQ,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No
0306-JAELE,1,No,Fiber optic,No,No,No,Yes,Yes,Yes
6227-HWPWX,1,No,Fiber optic,No,No,No,No,No,No
0486-LGCCH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0447-BEMNG,0,No phone service,DSL,Yes,No,Yes,No,No,Yes
4612-SSVHJ,1,No,Fiber optic,No,No,No,No,No,Yes
5168-MQQCA,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5949-XIKAE,1,No,Fiber optic,No,Yes,No,No,Yes,No
7971-HLVXI,1,Yes,Fiber optic,No,No,No,No,No,Yes
9094-AZPHK,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3649-JPUGY,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
4472-LVYGI,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
8372-JUXUI,1,Yes,Fiber optic,No,No,No,No,No,No
3552-CTCYF,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6778-YSNIH,1,No,DSL,No,Yes,No,No,Yes,No
0388-EOPEX,1,No,Fiber optic,Yes,No,No,No,No,No
5756-OZRIO,1,Yes,DSL,No,Yes,No,No,No,Yes
6579-JPICP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8205-OTCHB,0,No phone service,DSL,No,Yes,Yes,No,No,Yes
4134-BSXLX,1,No,DSL,Yes,Yes,No,Yes,No,No
0505-SPOOW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6235-VDHOM,0,No phone service,DSL,No,Yes,No,No,No,No
7783-YKGDV,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
4374-YMUSQ,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4513-CXYIX,1,Yes,Fiber optic,Yes,No,No,No,No,No
3957-HHLMR,1,Yes,DSL,Yes,No,No,No,No,Yes
7803-XOCCZ,1,No,Fiber optic,Yes,No,Yes,Yes,No,No
5736-YEJAX,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5609-CEBID,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8981-FJGLA,1,Yes,Fiber optic,No,No,Yes,No,No,No
7218-HKQFK,1,No,Fiber optic,No,No,No,Yes,Yes,Yes
4636-QRJKY,1,Yes,Fiber optic,No,No,No,Yes,No,No
1135-LMECX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4332-MUOEZ,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
8535-SFUTN,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5956-VKDTT,1,Yes,Fiber optic,No,No,No,No,No,No
8677-HDZEE,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2475-MROZF,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
9412-GHEEC,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3482-ABPKK,1,No,DSL,Yes,No,No,Yes,No,No
6705-LXORM,1,No,Fiber optic,No,No,No,No,No,No
0257-ZESQC,1,No,Fiber optic,Yes,No,No,No,No,No
7531-GQHME,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5174-ITUMV,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4109-CYRBD,1,Yes,DSL,No,No,No,No,No,No
0913-XWSCN,1,Yes,Fiber optic,No,No,No,No,No,Yes
6825-UYPFK,1,Yes,Fiber optic,No,No,No,No,No,No
8397-MVTAZ,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0750-EBAIU,1,No,Fiber optic,Yes,No,Yes,No,Yes,No
8606-CIQUL,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3571-DPYUH,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
7601-GNDYK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0356-OBMAC,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
8067-NIOYM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1403-GYAFU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4234-XTNEA,1,No,Fiber optic,No,No,No,No,Yes,No
1297-VQDRP,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9282-IZGQK,1,Yes,Fiber optic,No,No,No,No,No,Yes
5348-CAGXB,1,Yes,Fiber optic,No,No,Yes,No,Yes,No
0621-HJWXJ,1,Yes,Fiber optic,No,Yes,No,No,No,No
5844-QVTAT,1,No,DSL,Yes,Yes,Yes,No,No,No
8905-IAZPF,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
5394-MEITZ,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes
6859-QNXIQ,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2782-LFZVW,1,Yes,DSL,No,No,No,No,No,Yes
2866-IKBTM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1342-JPNKI,1,Yes,Fiber optic,No,No,No,No,Yes,No
2817-NTQDO,0,No phone service,DSL,Yes,No,No,Yes,Yes,No
7129-AZJDE,1,No,Fiber optic,No,No,No,No,No,Yes
6986-IJDHX,1,No,Fiber optic,No,Yes,No,No,Yes,No
2560-PPCHE,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
4676-MQUEA,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
8138-EALND,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3580-HYCSP,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1352-HNSAW,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2075-PUEPR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1982-FEBTD,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5301-GAUUY,1,Yes,Fiber optic,No,Yes,No,No,No,No
5791-KAJFD,1,Yes,DSL,Yes,No,Yes,No,No,Yes
2654-VBVPB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1154-HYWWO,1,No,DSL,Yes,Yes,No,Yes,Yes,No
2501-XWWTZ,1,No,Fiber optic,No,No,No,No,No,No
3716-UVSPD,1,No,DSL,No,No,No,Yes,No,No
6815-ABQFQ,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7343-EOBEU,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3701-SFMUH,1,No,DSL,Yes,No,No,No,Yes,Yes
6103-LIANB,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7319-VENRZ,1,No,DSL,No,No,Yes,Yes,Yes,No
5846-NEQVZ,1,No,DSL,Yes,No,Yes,Yes,No,Yes
6967-QIQRV,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
5781-RFZRP,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No
0939-YAPAF,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0308-IVGOK,0,No phone service,DSL,No,Yes,Yes,Yes,No,No
7293-LSCDV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7025-WCBNE,1,Yes,DSL,No,Yes,No,Yes,No,No
5756-JYOJT,1,No,DSL,No,No,Yes,Yes,No,Yes
4710-FDUIZ,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6030-REHUX,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9548-LIGTA,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5150-LJNSR,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
8270-RKSAP,1,No,Fiber optic,No,No,No,No,No,No
6522-YRBXD,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2640-LYMOV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1218-VKFPE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3627-FHKBK,1,No,Fiber optic,Yes,No,No,No,No,No
2865-TCHJW,1,Yes,Fiber optic,No,No,Yes,No,Yes,No
1423-BMPBQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2393-DIVAI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5192-EBGOV,1,Yes,Fiber optic,No,No,No,No,Yes,No
4568-KNYWR,1,No,DSL,Yes,Yes,No,No,Yes,No
8752-IMQOS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0742-LAFQK,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
0795-LAFGP,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0619-OLYUR,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5512-IDZEI,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0459-SPZHJ,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
0215-BQKGS,1,No,Fiber optic,Yes,Yes,Yes,No,No,No
9244-ZVAPM,1,No,DSL,No,No,No,No,No,No
0719-SYFRB,1,Yes,DSL,Yes,No,Yes,Yes,No,No
8208-EUMTE,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
5172-MIGPM,1,Yes,DSL,No,No,No,Yes,No,Yes
1710-RCXUS,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
0374-FIUCA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5839-SUYVZ,1,No,Fiber optic,No,No,No,Yes,No,No
5173-ZXXXL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1096-ADRUX,1,Yes,Fiber optic,No,No,No,No,No,No
2001-MCUUW,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2731-GJRDG,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4723-BEGSG,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6516-NKQBO,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
8672-OAUPW,1,No,DSL,No,No,No,Yes,No,No
8207-DMRVL,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3419-SNJJD,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6543-CPZMK,0,No phone service,DSL,No,Yes,No,No,No,No
4765-OXPPD,1,No,DSL,Yes,Yes,Yes,Yes,No,No
2804-ETQDK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6689-VRRTK,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7138-GIRSH,1,Yes,DSL,No,No,Yes,Yes,No,Yes
9396-ZSFLL,1,Yes,DSL,No,No,No,No,No,No
6464-KEXXH,0,No phone service,DSL,No,No,No,No,No,No
7134-MJPDY,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5240-CAOYT,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
4059-IIEBK,1,Yes,Fiber optic,No,Yes,No,No,No,No
4881-JVQOD,0,No phone service,DSL,No,No,No,No,No,Yes
0516-UXRMT,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
4851-BQDNX,1,No,Fiber optic,No,No,Yes,No,Yes,No
5148-HKFIR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1009-IRMNA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3003-CMDUU,1,No,Fiber optic,No,No,No,Yes,Yes,Yes
5016-IBERQ,1,Yes,Fiber optic,No,Yes,Yes,No,No,No
6797-UCJHZ,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2469-DTSGX,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4554-YGZIH,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
5099-BAILX,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9931-KGHOA,1,Yes,DSL,Yes,No,No,No,No,No
1775-KWJKQ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7665-VIGUD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9411-TPQQV,0,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
7207-RMRDB,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7954-MLBUN,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
2077-DDHJK,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4913-EHYUI,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0195-IESCP,1,Yes,Fiber optic,No,No,No,No,No,Yes
9574-BOSMD,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4580-TMHJU,1,No,DSL,No,No,No,No,Yes,No
0970-ETWGE,1,No,Fiber optic,No,No,No,No,Yes,Yes
4908-XAXAY,1,No,Fiber optic,No,Yes,Yes,No,No,Yes
8404-VLQFB,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1626-ERCMM,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
0887-HJGAR,1,No,DSL,No,No,No,No,No,No
2391-IPLOP,1,Yes,DSL,No,No,Yes,Yes,Yes,No
5644-PDMZC,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
3509-GWQGF,1,No,Fiber optic,No,No,No,No,No,No
9576-ANLXO,1,No,Fiber optic,No,No,No,No,No,No
2024-BASKD,1,No,Fiber optic,No,No,Yes,No,No,No
5845-BZZIB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1140-UKVZG,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4160-AMJTL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5183-SNMJQ,1,No,Fiber optic,No,No,No,Yes,Yes,Yes
8100-PNJMH,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7838-LAZFO,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes
4464-JCOLN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2085-JVGAD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5650-VDUDS,0,No phone service,DSL,No,No,No,No,No,No
8095-WANWK,1,No,DSL,No,No,No,No,No,No
3030-ZKIWL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9565-FLVCG,1,Yes,DSL,Yes,Yes,No,No,No,Yes
8755-OGKNA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2800-VEQXM,1,No,Fiber optic,No,No,Yes,No,No,No
7538-GWHML,1,No,Fiber optic,No,No,No,No,No,No
5533-RJFTJ,0,No phone service,DSL,No,No,Yes,No,No,No
3859-CVCET,1,No,DSL,No,No,No,No,No,No
0214-JHPFW,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5642-MHDQT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3088-FVYWK,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3276-HDUEG,1,Yes,Fiber optic,No,No,No,No,No,No
9092-GDZKO,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0823-HSCDJ,0,No phone service,DSL,No,Yes,No,No,Yes,Yes
3729-OWRVL,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2324-AALNO,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0822-GAVAP,0,No phone service,DSL,No,No,No,No,No,Yes
5760-IFJOZ,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2826-UWHIS,1,Yes,Fiber optic,No,Yes,No,No,No,No
1448-PWKYE,1,No,Fiber optic,No,No,No,No,No,Yes
7501-IWUNG,1,No,DSL,No,No,Yes,Yes,Yes,Yes
4957-TREIR,1,No,DSL,Yes,No,No,Yes,Yes,No
7251-LJBQN,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8040-MNRTF,1,No,Fiber optic,No,No,No,No,No,No
1536-HBSWP,1,No,DSL,No,No,No,Yes,No,No
5313-FPXWG,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
